system:index,AOD,NDVI,OSI,Risk_Level,Temp,Year,.geo,Predicted_OSI_2024,Risk_2024
"8589,3162",739.4121037463977,0.2801323134174074,767.3749714329804,High,28.242999999999995,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1562997530257,28.40472928385927],[77.1652829058669,28.40472928385927],[77.1652829058669,28.413712436700465],[77.1562997530257,28.413712436700465],[77.1562997530257,28.40472928385927]]]}",767.5361,Moderate
"8590,3162",740.3050847457627,0.2814180442142999,768.0780569454508,High,28.054390243902503,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1652829058669,28.40472928385927],[77.1742660587081,28.40472928385927],[77.1742660587081,28.413712436700465],[77.1652829058669,28.413712436700465],[77.1652829058669,28.40472928385927]]]}",767.7454,Moderate
"8591,3162",737.9553072625698,0.2880220646178093,765.8153339784398,High,28.14804878048784,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1742660587081,28.40472928385927],[77.1832492115493,28.40472928385927],[77.1832492115493,28.413712436700465],[77.1742660587081,28.413712436700465],[77.1742660587081,28.40472928385927]]]}",765.34094,Moderate
"8592,3162",732.3210227272727,0.2412790697674418,760.3092558526273,High,28.22951219512197,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1832492115493,28.40472928385927],[77.19223236439049,28.40472928385927],[77.19223236439049,28.413712436700465],[77.1832492115493,28.413712436700465],[77.1832492115493,28.40472928385927]]]}",760.8235,Moderate
"8593,3162",731.8600583090379,0.2496816534430404,759.5145229970583,High,27.904146341463445,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.19223236439049,28.40472928385927],[77.20121551723167,28.40472928385927],[77.20121551723167,28.413712436700465],[77.19223236439049,28.413712436700465],[77.19223236439049,28.40472928385927]]]}",760.99365,Moderate
"8594,3162",731.8600583090379,0.3149727674442503,759.4492318830571,High,27.904146341463445,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.20121551723167,28.40472928385927],[77.21019867007287,28.40472928385927],[77.21019867007287,28.413712436700465],[77.20121551723167,28.413712436700465],[77.20121551723167,28.40472928385927]]]}",759.20953,Moderate
"8588,3163",733.7065527065527,0.3005388492960195,761.7285138572566,High,28.322500000000048,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.14731660018451,28.413712436700465],[77.1562997530257,28.413712436700465],[77.1562997530257,28.42269558954166],[77.14731660018451,28.42269558954166],[77.14731660018451,28.413712436700465]]]}",762.3912,Moderate
"8589,3163",728.7685714285715,0.3266545880848343,756.4206973282916,High,27.978780487804897,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1562997530257,28.413712436700465],[77.1652829058669,28.413712436700465],[77.1652829058669,28.42269558954166],[77.1562997530257,28.42269558954166],[77.1562997530257,28.413712436700465]]]}",756.442,Moderate
"8590,3163",737.985754985755,0.2907147348564242,765.5713817143132,High,27.87634146341469,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1652829058669,28.413712436700465],[77.1742660587081,28.413712436700465],[77.1742660587081,28.42269558954166],[77.1652829058669,28.42269558954166],[77.1652829058669,28.413712436700465]]]}",765.9058,Moderate
"8591,3163",732.6117318435754,0.2920297555791711,760.297019161167,High,27.977317073170752,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1742660587081,28.413712436700465],[77.1832492115493,28.413712436700465],[77.1832492115493,28.42269558954166],[77.1742660587081,28.42269558954166],[77.1742660587081,28.413712436700465]]]}",759.40063,Moderate
"8592,3163",730.0422535211268,0.2830117999625398,757.8307417211644,High,28.07150000000007,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1832492115493,28.413712436700465],[77.19223236439049,28.413712436700465],[77.19223236439049,28.42269558954166],[77.1832492115493,28.42269558954166],[77.1832492115493,28.413712436700465]]]}",758.4282,Moderate
"8593,3163",734.1782729805014,0.2791267088349316,762.0091462716665,High,28.110000000000014,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.19223236439049,28.413712436700465],[77.20121551723167,28.413712436700465],[77.20121551723167,28.42269558954166],[77.19223236439049,28.42269558954166],[77.19223236439049,28.413712436700465]]]}",762.75415,Moderate
"8594,3163",739.2047477744807,0.293103448275862,766.595144326205,High,27.68350000000004,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.20121551723167,28.413712436700465],[77.21019867007287,28.413712436700465],[77.21019867007287,28.42269558954166],[77.20121551723167,28.42269558954166],[77.20121551723167,28.413712436700465]]]}",765.70166,Moderate
"8595,3163",737.9754601226994,0.3196019900497512,765.0513581326497,High,27.395500000000027,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.21019867007287,28.413712436700465],[77.21918182291407,28.413712436700465],[77.21918182291407,28.42269558954166],[77.21019867007287,28.42269558954166],[77.21019867007287,28.413712436700465]]]}",765.9299,Moderate
"8596,3163",751.0372670807453,0.3932492048835539,777.9835178758618,High,27.339500000000044,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.21918182291407,28.413712436700465],[77.22816497575526,28.413712436700465],[77.22816497575526,28.42269558954166],[77.21918182291407,28.42269558954166],[77.21918182291407,28.413712436700465]]]}",776.71814,Moderate
"8597,3163",791.8680351906158,0.3552115987460815,818.8998235918698,High,27.387000000000057,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.22816497575526,28.413712436700465],[77.23714812859646,28.413712436700465],[77.23714812859646,28.42269558954166],[77.22816497575526,28.42269558954166],[77.22816497575526,28.413712436700465]]]}",819.5867,High
"8588,3164",718.0498614958449,0.3314356876000711,745.8974258082449,High,28.17900000000003,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.14731660018451,28.42269558954166],[77.1562997530257,28.42269558954166],[77.1562997530257,28.431678742382857],[77.14731660018451,28.431678742382857],[77.14731660018451,28.42269558954166]]]}",745.86053,Low
"8589,3164",730.0142857142857,0.3163187855787476,757.328966928707,High,27.63100000000003,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1562997530257,28.42269558954166],[77.1652829058669,28.42269558954166],[77.1652829058669,28.431678742382857],[77.1562997530257,28.431678742382857],[77.1562997530257,28.42269558954166]]]}",756.785,Moderate
"8590,3164",728.6638176638177,0.3224388379204893,756.0811349234582,High,27.739756097560985,2024,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1652829058669,28.42269558954166],[77.1742660587081,28.42269558954166],[77.1742660587081,28.431678742382857],[77.1652829058669,28.431678742382857],[77.1652829058669,28.42269558954166]]]}",756.2062,Moderate
